Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A10_1 Spectral Count	A10_2 Spectral Count	A10_3 Spectral Count	A10_4 Spectral Count	A10_5 Spectral Count	A10_6 Spectral Count	A10_7 Spectral Count	A10_8 Spectral Count	B10_1 Spectral Count	B10_2 Spectral Count	B10_3 Spectral Count	B10_4 Spectral Count	B10_5 Spectral Count	B10_6 Spectral Count	B10_7 Spectral Count	B10_8 Spectral Count	A10_1 Unique Spectral Count	A10_2 Unique Spectral Count	A10_3 Unique Spectral Count	A10_4 Unique Spectral Count	A10_5 Unique Spectral Count	A10_6 Unique Spectral Count	A10_7 Unique Spectral Count	A10_8 Unique Spectral Count	B10_1 Unique Spectral Count	B10_2 Unique Spectral Count	B10_3 Unique Spectral Count	B10_4 Unique Spectral Count	B10_5 Unique Spectral Count	B10_6 Unique Spectral Count	B10_7 Unique Spectral Count	B10_8 Unique Spectral Count	A10_1 Total Spectral Count	A10_2 Total Spectral Count	A10_3 Total Spectral Count	A10_4 Total Spectral Count	A10_5 Total Spectral Count	A10_6 Total Spectral Count	A10_7 Total Spectral Count	A10_8 Total Spectral Count	B10_1 Total Spectral Count	B10_2 Total Spectral Count	B10_3 Total Spectral Count	B10_4 Total Spectral Count	B10_5 Total Spectral Count	B10_6 Total Spectral Count	B10_7 Total Spectral Count	B10_8 Total Spectral Count	A10_1 Intensity	A10_2 Intensity	A10_3 Intensity	A10_4 Intensity	A10_5 Intensity	A10_6 Intensity	A10_7 Intensity	A10_8 Intensity	B10_1 Intensity	B10_2 Intensity	B10_3 Intensity	B10_4 Intensity	B10_5 Intensity	B10_6 Intensity	B10_7 Intensity	B10_8 Intensity	A10_1 MaxLFQ Intensity	A10_2 MaxLFQ Intensity	A10_3 MaxLFQ Intensity	A10_4 MaxLFQ Intensity	A10_5 MaxLFQ Intensity	A10_6 MaxLFQ Intensity	A10_7 MaxLFQ Intensity	A10_8 MaxLFQ Intensity	B10_1 MaxLFQ Intensity	B10_2 MaxLFQ Intensity	B10_3 MaxLFQ Intensity	B10_4 MaxLFQ Intensity	B10_5 MaxLFQ Intensity	B10_6 MaxLFQ Intensity	B10_7 MaxLFQ Intensity	B10_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P51991|ROA3_HUMAN	P51991	ROA3_HUMAN	HNRNPA3	378	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A3	1.0	0.999	33	898	898	1096	59	57	59	61	57	56	56	56	49	57	52	56	57	49	55	62	59	57	59	61	57	56	56	56	49	57	52	56	57	49	55	62	71	69	70	71	70	70	67	68	61	70	64	70	68	65	68	74	3455314.2	3600209.5	3700413.5	3483431.0	3734267.5	3463846.8	3805927.0	3538084.0	3514526.5	3674849.2	3574298.8	3454942.5	3585253.0	3623419.2	3421112.5	3445883.2	294469.75	308179.9	311315.0	305673.72	304568.78	296038.28	308627.5	303413.16	306524.25	325829.44	323351.12	318259.78	323820.72	328446.22	315758.56	323953.12	
sp|P52007|YECM_ECOLI	P52007	YECM_ECOLI	yecM	188	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Protein YecM	1.0	0.999	3	10	10	10	0	0	0	0	0	0	0	0	1	1	3	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	3	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	3	2	0	1	1	1	0.0	8184.0684	6889.9487	7993.258	9108.284	10581.674	7906.848	11671.164	23668.006	23895.688	34725.754	33763.473	34787.1	38671.42	25982.086	27584.773	0.0	8184.0684	6889.9487	7993.258	9108.284	6746.236	7906.848	7451.557	15440.297	14990.297	15052.162	16013.56	16076.399	18457.094	16549.174	17619.328	
sp|P52061|IXTPA_ECOLI	P52061	IXTPA_ECOLI	rdgB	197	Escherichia coli (strain K12)	1:Experimental evidence at protein level	dITP/XTP pyrophosphatase	0.8742	0.996	1	4	4	4	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	13860.875	16201.147	14709.117	15239.276	14431.789	14639.731	14824.498	16493.168	45130.484	42999.98	40611.19	40275.7	44473.91	39759.645	41732.48	41492.87	13860.875	16201.147	14709.117	15239.276	14431.789	14639.731	14824.498	16493.168	45130.484	42999.98	40611.19	40275.7	44473.91	39759.645	41732.48	41492.87	
sp|P52076|QSEB_ECOLI	P52076	QSEB_ECOLI	qseB	219	Escherichia coli (strain K12)	2:Experimental evidence at transcript level	Transcriptional regulatory protein QseB	0.96	0.9988	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1659.2598	2414.549	2391.2498	2325.8918	0.0	0.0	1739.3445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1659.2598	2414.549	2391.2498	2325.8918	0.0	0.0	1739.3445	0.0	
sp|P52119|RATB_ECOLI	P52119	RATB_ECOLI	ratB	96	Escherichia coli (strain K12)	1:Experimental evidence at protein level	UPF0125 protein RatB	1.0	0.999	3	24	24	24	0	0	2	0	0	1	0	0	3	3	2	3	3	2	3	2	0	0	2	0	0	1	0	0	3	3	2	3	3	2	3	2	0	0	2	0	0	1	0	0	3	3	2	3	3	2	3	2	22655.848	22360.59	24327.262	23718.246	9653.808	12723.226	22434.703	22849.027	75613.81	78122.02	47974.594	73608.92	77729.8	68339.32	74253.836	49315.03	12476.305	12280.621	13666.499	14632.505	9695.363	14942.399	12319.7705	12316.074	29154.66	29688.875	25317.13	27766.004	29843.996	26078.486	28699.955	26854.914	
sp|P52209|6PGD_HUMAN	P52209	6PGD_HUMAN	PGD	483	Homo sapiens	1:Experimental evidence at protein level	6-phosphogluconate dehydrogenase, decarboxylating	1.0	0.999	32	803	748	803	44	49	54	44	42	49	53	44	56	61	56	53	56	49	45	48	41	46	50	40	39	46	48	41	50	58	53	49	53	46	42	46	44	49	54	44	42	49	53	44	56	61	56	53	56	49	45	48	1927696.5	1919010.5	2045010.8	2005114.2	2072130.6	1959554.9	2066525.5	2008503.5	2131560.2	1877087.4	2067199.4	2036476.4	2124680.8	2065651.2	2025150.1	2151683.5	289277.7	289748.84	336740.03	298711.94	301075.34	295747.25	313603.88	309456.7	306354.88	319178.22	313991.1	322256.88	312538.16	307401.72	310177.97	317264.5	
sp|P52272|HNRPM_HUMAN	P52272	HNRPM_HUMAN	HNRNPM	730	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein M	1.0	0.999	64	2983	2982	2983	186	189	211	194	193	175	189	172	193	186	176	185	181	174	195	184	186	189	211	194	193	174	189	172	193	186	176	185	181	174	195	184	186	189	211	194	193	175	189	172	193	186	176	185	181	174	195	184	7625398.0	7966762.0	8576090.0	7770055.0	8241594.0	7645134.0	7987455.0	8076786.0	7949636.5	8351460.5	8047744.5	7958102.0	7690519.0	7504474.0	7986315.5	8334635.0	501911.6	497630.06	519300.3	482412.2	503306.28	475935.84	500734.38	490698.0	498545.62	502197.16	501405.03	497434.66	510973.94	500032.94	502993.2	512619.6	
sp|P52286|SKP1_YEAST	P52286	SKP1_YEAST	SKP1	194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Suppressor of kinetochore protein 1	1.0	0.999	6	23	23	23	2	2	5	3	1	3	4	0	1	0	1	0	0	0	0	1	2	2	5	3	1	3	4	0	1	0	1	0	0	0	0	1	2	2	5	3	1	3	4	0	1	0	1	0	0	0	0	1	42978.72	107069.16	89469.7	72121.82	63171.6	50091.05	96165.93	83883.9	24125.008	18531.281	44345.727	35729.39	56393.04	37197.234	43712.11	33538.39	28068.238	27865.84	26409.816	28438.564	27500.014	25414.344	28424.5	26314.19	14814.767	14689.354	15836.135	16251.592	16180.44	15055.002	15808.622	15739.181	
sp|P52292|IMA1_HUMAN	P52292	IMA1_HUMAN	KPNA2	529	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-1	1.0	0.999	22	490	484	490	34	33	29	29	33	26	30	30	36	32	27	29	36	29	31	26	34	33	27	28	32	26	29	29	36	32	27	29	36	29	31	26	34	33	29	29	33	26	30	30	36	32	27	29	36	29	31	26	1037884.06	1029311.94	1176728.5	1005285.44	1106673.0	1139190.2	1176749.4	1141572.5	1078927.0	1077155.1	1132215.5	1094365.8	1075211.0	1088507.4	1161310.6	1098722.1	153307.77	161499.33	161861.39	161242.73	161544.73	156850.64	160683.0	158955.61	156215.73	156980.14	155341.62	159674.72	158082.78	155834.9	157790.73	157248.14	
sp|P52294|IMA5_HUMAN	P52294	IMA5_HUMAN	KPNA1	538	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-5	1.0	0.999	10	144	59	144	7	7	11	10	9	11	8	10	11	7	10	9	8	9	7	10	3	1	5	4	3	4	4	4	5	3	4	4	3	4	3	5	7	7	11	10	9	11	8	10	11	7	10	9	8	9	7	10	144134.6	183527.14	168478.55	177444.9	180567.3	157673.38	165453.05	183008.39	156221.75	148371.22	168478.36	146850.42	151843.77	152506.98	155528.9	147127.12	44206.285	45709.227	44017.555	46434.547	44954.746	46994.555	50333.6	46829.656	44723.34	44329.0	46989.39	43764.73	44805.59	45728.258	43091.977	48935.46	
sp|P52298|NCBP2_HUMAN	P52298	NCBP2_HUMAN	NCBP2	156	Homo sapiens	1:Experimental evidence at protein level	Nuclear cap-binding protein subunit 2	1.0	0.999	8	56	56	56	3	3	3	3	2	4	4	2	6	3	4	3	5	4	5	2	3	3	3	3	2	4	4	2	6	3	4	3	5	4	5	2	3	3	3	3	2	4	4	2	6	3	4	3	5	4	5	2	175144.2	163695.67	104666.67	148096.47	163558.17	166813.36	155720.0	152262.84	161407.6	185066.77	163113.94	175902.9	170895.34	181655.67	166244.14	65052.094	58964.32	59339.395	60358.17	58005.246	57296.195	57163.926	55532.945	54403.77	60561.152	56100.46	58675.895	58193.49	56899.81	53534.59	54213.637	54889.934	
sp|P52306|GDS1_HUMAN	P52306	GDS1_HUMAN	RAP1GDS1	607	Homo sapiens	1:Experimental evidence at protein level	Rap1 GTPase-GDP dissociation stimulator 1	1.0	0.999	7	31	31	31	2	3	0	2	1	2	1	2	3	2	1	3	1	2	2	4	2	3	0	2	1	2	1	2	3	2	1	3	1	2	2	4	2	3	0	2	1	2	1	2	3	2	1	3	1	2	2	4	154000.58	113193.69	24852.396	23048.68	22461.305	12089.953	11664.019	19249.73	36781.312	117669.76	25340.04	132587.98	10428.037	62074.727	17618.934	31865.105	22171.541	20162.598	18483.941	16206.852	17980.07	21228.035	17616.645	23244.85	17127.826	16303.045	18846.963	16845.469	18755.756	17505.154	16582.738	16837.084	
sp|P52434|RPAB3_HUMAN	P52434	RPAB3_HUMAN	POLR2H	150	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC3	0.9655	0.999	1	40	40	40	2	2	2	3	2	3	3	2	2	4	3	1	2	2	3	4	2	2	2	3	2	3	3	2	2	4	3	1	2	2	3	4	2	2	2	3	2	3	3	2	2	4	3	1	2	2	3	4	16021.584	37764.453	43753.47	43518.395	41610.094	44486.074	44037.094	48178.348	36338.617	35208.992	41662.37	42656.387	35353.363	38788.133	39184.004	32258.688	16021.584	37764.453	43753.47	43518.395	41610.094	44486.074	44037.094	48178.348	36338.617	35208.992	41662.37	42656.387	35353.363	38788.133	39184.004	32258.688	
sp|P52435|RPB11_HUMAN	P52435	RPB11_HUMAN	POLR2J	117	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB11-a	1.0	0.999	4	45	0	45	1	2	2	4	3	3	2	4	4	2	3	3	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	4	3	3	2	4	4	2	3	3	2	5	2	3	78534.695	94971.6	72714.09	87897.13	105654.64	98922.1	62453.79	87172.59	70695.75	79511.43	77610.36	75765.586	50446.164	64497.812	68694.07	69152.22	41425.3	45333.594	44033.156	41008.33	38379.18	44052.754	43065.12	43089.133	37510.84	32420.994	32254.973	34082.863	37268.516	35644.957	36333.18	37517.805	sp|Q9H1A7|RPB1C_HUMAN
sp|P52489|KPYK2_YEAST	P52489	KPYK2_YEAST	PYK2	506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Pyruvate kinase 2	0.9997	0.999	4	2	2	60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	4	4	4	4	4	4	4	4	3	4	4	3	4	3	3	11352.411	0.0	0.0	15166.872	0.0	0.0	0.0	10435.854	0.0	0.0	0.0	0.0	0.0	0.0	4332.8037	0.0	11352.411	0.0	0.0	15166.872	0.0	0.0	0.0	10435.854	0.0	0.0	0.0	0.0	0.0	0.0	4332.8037	0.0	
sp|P52490|UBC13_YEAST	P52490	UBC13_YEAST	UBC13	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 13	1.0	0.999	4	21	19	21	2	2	2	1	1	2	1	1	2	1	1	1	2	2	0	0	1	2	1	1	1	2	1	1	2	1	1	1	2	2	0	0	2	2	2	1	1	2	1	1	2	1	1	1	2	2	0	0	44941.844	57193.555	51766.445	76291.164	45325.16	35442.46	38800.594	46329.85	17548.887	18084.393	15424.667	40387.82	18775.387	22874.47	39802.4	32986.805	22207.371	20821.416	19516.576	22393.33	22587.277	21860.402	19676.139	23287.395	10225.981	14465.174	12490.828	16089.235	11305.948	11020.249	12505.211	15565.538	
sp|P52553|PFD6_YEAST	P52553	PFD6_YEAST	YKE2	114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Prefoldin subunit 6	1.0	0.999	6	60	60	60	4	5	5	5	9	4	6	9	1	2	1	1	1	2	4	1	4	5	5	5	9	4	6	9	1	2	1	1	1	2	4	1	4	5	5	5	9	4	6	9	1	2	1	1	1	2	4	1	56739.023	82344.44	54458.21	73498.72	86516.58	84740.9	88186.914	85155.65	28755.764	44945.62	23203.61	17642.922	23917.723	29385.455	48740.703	50397.42	23706.664	27037.525	26824.494	30093.15	28390.85	28078.543	27812.781	28192.86	13255.505	16130.376	15176.73	14415.81	15772.776	15113.438	15666.007	16819.434	
sp|P52565|GDIR1_HUMAN	P52565	GDIR1_HUMAN	ARHGDIA	204	Homo sapiens	1:Experimental evidence at protein level	Rho GDP-dissociation inhibitor 1	1.0	0.999	13	407	407	407	21	25	26	24	29	22	24	28	26	28	29	28	27	21	27	22	21	25	26	24	29	22	24	28	26	28	29	28	27	21	27	22	21	25	26	24	29	22	24	28	26	28	29	28	27	21	27	22	992330.75	1023900.7	1078753.2	1059468.5	1035725.0	1030117.4	985548.25	1061530.1	1031882.7	1056897.1	1032045.75	1002565.0	1006830.0	1039292.7	1040661.44	1028408.9	232355.86	244419.25	273718.4	246118.78	246722.84	254039.62	249764.19	255443.52	262338.6	267662.5	271558.72	263769.8	252798.98	263709.25	264404.53	256795.28	
sp|P52566|GDIR2_HUMAN	P52566	GDIR2_HUMAN	ARHGDIB	201	Homo sapiens	1:Experimental evidence at protein level	Rho GDP-dissociation inhibitor 2	1.0	0.999	9	68	68	68	4	4	8	3	6	4	3	4	2	4	3	5	3	5	6	4	4	4	8	3	6	4	3	4	2	4	3	5	3	5	6	4	4	4	8	3	6	4	3	4	2	4	3	5	3	5	6	4	111359.47	137518.89	217206.66	157009.16	193279.58	130714.586	128769.086	100130.84	84928.63	145683.6	229457.33	216294.5	119516.8	164164.34	172389.6	224650.98	38943.953	41698.836	40277.035	44113.324	45408.95	44588.13	40007.48	37741.82	44545.316	42229.824	43182.734	46791.855	42311.715	44405.97	45816.023	49254.15	
sp|P52593|NU188_YEAST	P52593	NU188_YEAST	NUP188	1655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nucleoporin NUP188	1.0	0.999	3	3	3	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	5869.366	12053.825	18130.396	10942.426	0.0	0.0	6190.9946	15492.093	0.0	8802.911	0.0	0.0	0.0	0.0	0.0	24218.762	5730.114	11767.845	10894.938	10682.813	0.0	0.0	11571.914	10138.866	0.0	8594.06	0.0	0.0	0.0	0.0	0.0	11630.642	
sp|P52594|AGFG1_HUMAN	P52594	AGFG1_HUMAN	AGFG1	562	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP domain and FG repeat-containing protein 1	1.0	0.999	5	70	70	70	4	6	3	4	5	4	6	4	6	3	3	5	4	5	5	3	4	6	3	4	5	4	6	4	6	3	3	5	4	5	5	3	4	6	3	4	5	4	6	4	6	3	3	5	4	5	5	3	78790.24	125010.29	99619.26	140886.16	123074.66	124293.734	146533.17	88769.41	109389.766	86553.055	97116.64	147395.02	107139.36	125191.94	144781.78	107999.39	33195.812	36077.074	33708.86	34602.734	35951.81	34943.723	36891.246	36905.152	35066.164	33808.79	34481.254	37079.117	37780.113	33947.133	34464.348	33751.13	
sp|P52597|HNRPF_HUMAN	P52597	HNRPF_HUMAN	HNRNPF	415	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein F	1.0	0.999	29	701	701	765	46	38	43	43	42	40	46	39	45	47	46	43	46	46	43	48	46	38	43	43	42	40	46	39	45	47	46	43	46	46	43	48	49	42	47	47	46	44	50	42	51	51	50	47	50	50	47	52	2299370.5	2603822.8	2639903.2	2695549.8	2723983.2	2581629.2	2709983.5	2650998.0	2923386.2	2969579.2	3055267.0	3052329.0	2933573.2	2962110.2	2956082.8	3106820.2	327044.72	347818.72	357711.94	352476.84	347795.47	349731.66	348518.56	345019.03	380425.47	381472.7	383845.38	390714.56	384462.78	372108.78	379754.0	380787.4	
sp|P52630|STAT2_HUMAN	P52630	STAT2_HUMAN	STAT2	851	Homo sapiens	1:Experimental evidence at protein level	Signal transducer and activator of transcription 2	0.9651	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	6599.633	5648.2607	6496.362	0.0	0.0	0.0	0.0	4894.021	5151.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6599.633	5648.2607	6496.362	0.0	0.0	0.0	0.0	4894.021	5151.188	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52643|LDHD_ECOLI	P52643	LDHD_ECOLI	ldhA	329	Escherichia coli (strain K12)	1:Experimental evidence at protein level	D-lactate dehydrogenase	1.0	0.999	9	100	100	100	1	2	2	2	1	2	2	5	9	10	10	10	14	9	9	12	1	2	2	2	1	2	2	5	9	10	10	10	14	9	9	12	1	2	2	2	1	2	2	5	9	10	10	10	14	9	9	12	271011.9	291971.06	234284.98	222132.1	192254.58	65358.945	223531.3	281854.78	431903.78	382366.8	419539.1	273030.66	440951.56	344100.38	279972.16	422762.62	93427.55	102809.695	78003.04	81669.1	91413.05	73380.445	85104.92	98956.98	162060.19	161664.75	156632.72	160589.97	163635.23	154122.7	162638.88	152840.97	
sp|P52644|HSLJ_ECOLI	P52644	HSLJ_ECOLI	hslJ	140	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Heat shock protein HslJ	0.9655	0.999	2	9	9	9	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0.0	59562.72	38141.96	40913.312	0.0	56955.965	75955.33	77673.55	38527.227	14400.084	13650.237	9934.984	14112.037	16241.233	13511.642	12243.482	0.0	59562.72	38141.96	40913.312	0.0	56955.965	50095.195	55749.938	24452.895	14400.084	13650.237	9934.984	14112.037	16241.233	13511.642	12243.482	
sp|P52647|NIFJ_ECOLI	P52647	NIFJ_ECOLI	ydbK	1174	Escherichia coli (strain K12)	3:Protein inferred from homology	Probable pyruvate-flavodoxin oxidoreductase	0.9944	0.999	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	4455.594	4200.96	0.0	0.0	0.0	0.0	0.0	5787.0947	6774.5454	5127.4443	0.0	5192.484	7636.3516	11465.745	0.0	0.0	4455.594	4200.96	0.0	0.0	0.0	0.0	0.0	5787.0947	6774.5454	5127.4443	0.0	5192.484	7636.3516	11465.745	
sp|P52701|MSH6_HUMAN	P52701	MSH6_HUMAN	MSH6	1360	Homo sapiens	1:Experimental evidence at protein level	DNA mismatch repair protein Msh6	1.0	0.999	38	455	445	455	24	26	30	24	25	25	25	26	31	33	32	29	34	28	35	28	24	26	30	24	24	24	24	24	31	32	32	29	33	27	34	27	24	26	30	24	25	25	25	26	31	33	32	29	34	28	35	28	973016.9	1172464.5	1300922.8	974096.4	1068544.6	1111373.5	1167844.4	1058900.4	1027881.4	938072.8	977021.7	971079.44	1125540.9	1056086.5	1193841.8	1039002.44	315402.1	323122.03	323861.8	320545.62	322931.88	322651.3	313461.5	317892.28	309819.16	307969.1	303941.12	311720.16	301063.16	312268.88	311352.12	308772.88	
sp|P52732|KIF11_HUMAN	P52732	KIF11_HUMAN	KIF11	1056	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF11	1.0	0.999	20	174	174	174	11	11	14	12	12	9	11	12	13	9	8	10	11	10	10	11	11	11	14	12	12	9	11	12	13	9	8	10	11	10	10	11	11	11	14	12	12	9	11	12	13	9	8	10	11	10	10	11	410009.44	269661.3	429817.53	394895.3	308478.25	433988.25	434394.44	224746.56	239437.03	323422.53	385787.4	226883.33	407619.12	300488.53	359155.4	402496.5	104271.92	109803.72	108266.14	110700.3	111906.914	112078.62	117315.586	114832.49	101951.95	103729.04	106775.88	107022.0	109542.4	108356.57	109114.96	111087.13	
sp|P52739|ZN131_HUMAN	P52739	ZN131_HUMAN	ZNF131	623	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 131	0.9997	0.999	2	12	12	12	0	0	1	0	1	1	1	1	0	1	1	0	0	1	2	2	0	0	1	0	1	1	1	1	0	1	1	0	0	1	2	2	0	0	1	0	1	1	1	1	0	1	1	0	0	1	2	2	2867.655	0.0	7347.8374	0.0	7422.946	7624.2183	6295.275	7069.356	15158.82	6945.6777	9228.638	7508.371	7207.4644	14377.285	8805.375	15984.148	2856.4373	0.0	7319.0938	0.0	7393.908	7594.3936	6270.649	7041.7017	7814.097	6918.5073	9874.247	8033.6357	7179.27	7488.603	8770.93	8168.574	
sp|P52747|ZN143_HUMAN	P52747	ZN143_HUMAN	ZNF143	638	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 143	0.9999	0.999	3	12	12	12	0	0	1	1	0	0	0	1	1	2	2	1	1	0	1	1	0	0	1	1	0	0	0	1	1	2	2	1	1	0	1	1	0	0	1	1	0	0	0	1	1	2	2	1	1	0	1	1	0.0	0.0	9976.595	0.0	0.0	0.0	6431.796	0.0	0.0	7058.9863	0.0	5791.532	0.0	0.0	0.0	6749.115	0.0	0.0	0.0	0.0	0.0	0.0	6431.796	0.0	0.0	7058.9863	0.0	5791.532	0.0	0.0	0.0	6749.115	
sp|P52756|RBM5_HUMAN	P52756	RBM5_HUMAN	RBM5	815	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 5	1.0	0.999	4	18	18	18	1	1	2	0	0	1	3	1	1	0	3	2	2	1	0	0	1	1	2	0	0	1	3	1	1	0	3	2	2	1	0	0	1	1	2	0	0	1	3	1	1	0	3	2	2	1	0	0	26910.586	10451.733	9385.288	6799.723	8274.819	21613.824	28194.91	19280.79	19626.86	20186.605	21536.07	22964.143	20894.81	21133.082	16413.672	17876.014	14327.641	10423.022	11472.721	8312.087	10115.267	10883.119	10589.476	10504.408	10740.111	11190.333	12020.787	11197.383	11438.167	11728.819	9164.695	9832.4	
sp|P52758|RIDA_HUMAN	P52758	RIDA_HUMAN	RIDA	137	Homo sapiens	1:Experimental evidence at protein level	2-iminobutanoate/2-iminopropanoate deaminase	1.0	0.999	7	89	89	89	6	4	6	7	4	6	5	4	4	8	8	5	8	7	4	3	6	4	6	7	4	6	5	4	4	8	8	5	8	7	4	3	6	4	6	7	4	6	5	4	4	8	8	5	8	7	4	3	71424.95	146651.84	100470.56	100037.77	101084.75	153000.8	82256.125	254752.86	78054.54	129488.61	99630.08	62038.0	129066.91	101485.42	146892.72	144925.38	35940.71	39598.492	40506.344	41434.055	41952.992	38626.992	44464.664	44615.133	37033.777	40821.664	40100.16	38429.03	41449.652	41069.31	41490.016	43128.355	
sp|P52788|SPSY_HUMAN	P52788	SPSY_HUMAN	SMS	366	Homo sapiens	1:Experimental evidence at protein level	Spermine synthase	1.0	0.999	16	191	191	191	10	12	10	12	12	10	10	12	14	16	14	14	11	9	13	12	10	12	10	12	12	10	10	12	14	16	14	14	11	9	13	12	10	12	10	12	12	10	10	12	14	16	14	14	11	9	13	12	277054.9	263228.1	292065.5	328590.22	341641.34	277908.72	415921.5	414984.4	339883.4	489073.66	363395.34	422861.97	444804.62	345849.12	454740.4	394061.75	50841.2	54705.5	57998.51	55011.094	54054.113	53744.047	56652.04	58242.285	58637.883	59815.902	60165.715	60448.973	60634.15	59528.676	58347.152	60608.637	
sp|P52789|HXK2_HUMAN	P52789	HXK2_HUMAN	HK2	917	Homo sapiens	1:Experimental evidence at protein level	Hexokinase-2	1.0	0.999	20	220	191	220	9	12	16	14	11	12	15	15	15	16	14	14	15	12	17	13	7	11	14	13	10	11	13	13	13	14	12	12	13	9	14	12	9	12	16	14	11	12	15	15	15	16	14	14	15	12	17	13	583492.25	873132.44	605222.9	350678.16	526459.75	286902.25	337154.88	537193.8	325260.84	769666.1	693746.4	625845.3	574840.3	620297.75	629863.7	339710.12	155504.05	140441.03	142349.67	134150.83	133540.72	135040.47	138955.38	133734.86	140103.98	143517.3	137069.62	138802.95	137258.67	144700.19	138811.81	133946.28	
sp|P52815|RM12_HUMAN	P52815	RM12_HUMAN	MRPL12	198	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL12m	1.0	0.999	9	225	225	225	12	18	12	18	14	14	16	13	13	15	11	15	13	16	12	13	12	18	12	18	14	14	16	13	13	15	11	15	13	16	12	13	12	18	12	18	14	14	16	13	13	15	11	15	13	16	12	13	405590.88	448227.5	436054.03	417575.66	436054.66	402513.66	427330.3	428928.44	328742.22	434110.84	442213.2	420853.88	306658.4	449097.8	437526.8	428503.1	138469.08	148028.17	142536.16	141649.64	141743.8	138386.39	139158.22	138949.83	133267.2	139553.34	138550.0	132248.75	136550.02	140190.23	134539.73	138643.36	
