Genes	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-D10_1_8450.d
PIMREG	2	2				835.047	1540.05	1103.9	1197.79	1411.03								
PIN1	5	5	6465.61	6892.37	10220.8	6463.97	7143.3	7013.38	4596.42	4668.49	11411.3	11240.3	11450.3	10931.7	8604.43	11149.6	11385.1	12675.1
PIN4	1	1	2433.39	1316.4	3057.66	1163.98		818.92			3646.05	2915.52	3071.56	2972.27	2981.43	3700.52	4613.39	5741.38
PIP	6	6	299662	95781.7	111152	25819.5	135109	99862.8	106270	64713.2	301492	124111	240100	330685	209642	127951	104918	179647
PIP4K2A	12	12	6253.4	6661.7	8997	8273.33	5658.83	5100.41	4971.13	5192.04	11339.2	14768.6	12271.8	13134.3	10945.6	11750.1	11925.5	11157.3
PIP4K2B	5	5	3739.57	3121.75	4815.28	3271.13	2906.17	2162.47	2151.75	2552.97	4140	3162.28	3225.82	6037.85	3496.09	2091.83	2397.09	2891.7
PIP4K2C	11	11	7048.34	7985.1	10277.4	7795.43	4928.44	4644.04	5900.74	4724.04	7834.1	6925.8	6789	7410.68	6044.8	5941.34	7063.08	7224.91
PIP4P2	2	2	3294.74		2336.2	3001.55		2384.84			4764.38	4105.72	4679.78	4882.52			2775.79	
PIP5K1A	2	2	1405.63	2537.33	3249.69	2570.03	1054.83	1490.04	951.357	471.144	1892.42	2490.78	2219.66	1599.18	1108.68	1111.5	1259.4	923.118
PIP5K1C	4	4	1098.48	1038.02	2251.23	1546.78					3256.49	4054	3592.18	2595.91	1812.66	2348.52	2695.13	2725.34
PIPOX	6	6	738.308				17248.3	23491.5	19191.8	17404.4	1776.07	2129.77	3011.76	1646.7	2024.44	2104.9	2346.91	1928.95
PIR	10	10	4607.29	3950.93	4017.71	2077.04	36101.8	35913.6	37026.3	35297.6	7319.36	9515.98	8394.11	8407.84	5595.13	4967.61	5649.06	5179.63
PISD	2	2	2025.8	3187.04	2737.98			2241.88	2226.76		3365.09	2587.82	3167.33	2310.74	2948.87	2181.09	2882.34	3576.48
PITHD1	5	5	2232.99	1962.26	2222.19	2345.83	1374.01	2155	1155.38	777.789	4318.81	5052.27	3852.82	3445.46	4588.27	5713.78	5133.35	4481.19
PITPNA	7	7	3172.83	3529.7	5983.3	4243.99	1658.33	2479	1896.62	1961.48	6821.54	9683.87	11023.1	6847.37	5533.54	5870.25	5876.35	7351
PITPNB	7	7	26280.6	27149.2	31127.6	29571.4	15862.6	18216.1	16298.4	12899	25700.7	31191.9	25019.3	23515.6	32916.4	30849	37411.1	31728.8
PITPNM1	7	7	2175.63	1553.76	3045.26	2896.69	3085.12	4578.33	3016.3	3854.78	3122.05	3101.15	2878.82	3866.86	3907.93	3256.12	2707.74	3545.81
PITRM1	20	20	10987.3	11947.1	13934.4	13434.5	12422.3	11946.7	11291.7	9547.16	12500	11713.9	12662.8	12623	14304.8	13185.3	12742.3	14359.5
PJA1	2	2	2498.14	2326.56	2460.15	2401.79	701.448	361.277	748.109			415.732	360.733					
PJA2	3	3	1208.03	882.936	1019.89	1024.2	659.226	867.179	787.329		766.967	616.659	1286.9	1153.5	904.774	833.896	644.303	646.912
PKD2	8	8	5007.35	3430.05	4778.45	4276.15	2608.78	958.08	1382.85		1758	1646.95	2159.46		2712.55	2578.56	2452.66	2477.76
PKIB	1	1	1565.32	1880.75	2231.5	1957.37						622.23					738.03	590.219
PKIG	1	1	3225.26	2907.76	1727.27	2142.93	3026.67	1926		1247.68								
PKM	25	25	640386	815442	847720	915001	694340	770533	749777	765338	731152	848397	693125	727870	882174	940010	1.0394e+06	940559
PKN1	16	16	5495.69	4574.95	4594.29	5272.14	6069.49	5385.35	5032.59	6156.98	10576.8	10982.6	11575.4	11348.8	11454.4	10962.1	11794.3	11457.7
PKN2	16	16	10102.6	9550.48	9728.76	10044	10472.4	9684.9	9724.29	8152.98	4672.84	4282.8	4961.13	5112.01	4226.39	3122.16	3448.32	4475.47
PKP1	10	10	34795.7	20490.6	62477.8	17242.9	47713.3	24008.6	45932.7	37783.2	52835	60674.8	60368.3	31277.8	72185.4	17573.1	24254.8	45118.4
PKP2	3	3	1876.11	1539.8	2285.21	2051.01	2415.49	2082.43	1726.9	2101.01			1727.68					
PKP3	4	4	4366.59	3226.17	12800.1	2251.4	7433.63	6245.45	7739.98	6905.8	6045.31	4581.86	9163.96	7753.63	10285.2	3373.29	2725.18	4661.28
PKP4	3	3	5283.55	5082.77	8279.76	5214.86	3697.72	3434.5	3943.69	2893.4								
PLA2G15	6	6	5512.51	5050.99	4341.4	6590.76	1880.98	1703.82	1469.49	1967.84	13374.9	10796.8	10331	17489.3	5778.72	3468.14	3865.88	5009.84
PLA2G4A	6	6	1044.71	810.222		2511.21	4816.1	4580.01	5067.13	4704.36	3700.96	5822	4366.97	5237.59	3537.09	4275.64	3866.16	4111.38
PLA2G4B	3	3			3874.04	1513.95								1366.34	3884.8			
PLA2G4C	2	2	518.541	698.964	593.904	723.163					727.418	763.3	871.281	1289.66	469.643	1078.76	1004.11	731.254
PLA2G4E	1	1		1130.38	3295.31		2008.62			2113.3	1863.18	2533.33	2286.46		2055.79		899.581	1551.77
PLA2G7	11	11			3318.89	2640.32			3063.19		17376.3	24318.6	21642.7	22168.5	2011.75	2598.97	2737.07	3387.06
PLAA	17	17	8490.78	8771.68	9724.78	9696.05	4275.49	3939.16	4326.76	3679.07	7878.8	7489.64	6575.2	8223.59	8125.22	6690.03	7131.21	7879.41
PLAU	2	2	669.725	702.147	897.817	1219.84	2322.79	1835.01	1305.62	1440.81		485.988	630.327			711.188		
PLB1	2	2			474.037										1815.81			302.982
PLBD1	1	1									1347.95	2236.67	1791.62		2346.92	888.789	1521.79	
PLBD2	3	3	18647.6	18941.8	21333.3	25071.1	3640.35	3339.71	2838.15	3252.37	33319.4	27246.7	27798.9	39100.6	13425	5646.25	5171.64	6997.64
PLCB1	9	9	3365.45	3105.69	2504.94	2720.67												
PLCB2	35	35									11308	12755.6	10403.5	10973.4	15509.4	18530.6	20631.5	16255
PLCB3	22	22	6300.7	6371.03	6431.51	7303.76	10869.3	9036.25	8176.77	8112.59	5062.83	4639.07	4334.61	4880.54	4263.52	3273.14	3351.09	3901.99
PLCB4	7	7	3038.9	2897.46	3423.77	3534.91												
PLCD1	6	6	5940.19	5977.78	5804.67	6704.47	8663.55	7595.81	7119.33	6584.9	2623.67	1942.8	3024.75	1944.03	2209.83	1375.38	2026.05	1916.56
PLCD3	7	7	4003.94	3368.56	4759.29	4481.4				903.385								
PLCG1	16	16	9370.54	7680.18	8819.56	8157.8	9671.72	7434.43	7584.03	6261.94	8557.97	5799.26	8782.5	9392.77	6512.21	4028.87	4866.38	5184.53
PLCG2	27	27				3400.3					12963.6	15373.9	14150	13610.3	15008.1	16472.2	18561.1	18448.3
PLCL1	2	2	4174.59														4133.65	
PLCL2	3	3		1220.72		635.171	3102.75	953.566			2376.15	2383.71	2195.95	2629.43	1791.08	1653.48	1977.55	2439.68
PLD1	14	14	1538.83	2029.25	1958.81	1986.37	1574.04	2198.84	2163.61	1728.29	5614.33	5776.66	5055.61	6024.19	2343.76	2155.42	2465.89	3055.44
PLD2	7	7	1827.39	1604.41	1924.42	1566.47		2218.01	1903.7	1855.88	1800.51	2382.15	1717.52	1764.69	3866.23	2669.87	2628.05	2610.67
PLD3	10	10	221350	209943	215515	253409	18109.2	17243.7	18155.7	15706.7	300009	308462	282579	300867	201217	158309	200738	183421
PLD4	3	3									7862.12	10957.5	7744.04	8096.85	10052.7	12989.8	11748.9	12739.8
PLEC	280	280	271494	284393	307424	330378	165300	149232	141072	137219	46549.4	41003.8	47166.2	42219.1	103394	97586.1	109789	107169
PLEK	5	5									23705.2	64681.4	26498.3	24481.2	24977	35069	33076.5	26810.3
PLEK2	8	8													3954.04	3037.78	3172.77	3840.07
PLEKHA1	6	6	4941.6	4927.54	4292.51	6284.28	3005.97	3314.68	2685.82	3158.17	5098.72	6062.57	5393.43	5711.47	3912.88	2627.92	2698.69	3046.39
PLEKHA2	7	7	2892.83	2461.97	2478.11	2546.42	5315.97	5808.72	4470.45	4521.23	10005.2	9007.69	8872.35	10019.7	6097.41	6817.81	8432.98	7570.28
PLEKHA3	1	1	2344.23	1595.22	2813.8	2145.45	2728.16	2306.7	2585.85	2768.52		1074.43			1384.35	875.184	1060.17	
PLEKHA4	1	1	5097.74	4004.5		5137.83			2756.85									
PLEKHA5	4	4	5112.9	5798.85	4886.97	6195.12	6694.92	6102.63	6180.61	6596.3							374.662	
PLEKHA7	3	3			783.513	303.125	1348.36	1341.13	539.989	757.574	1658.25	2928.35	3166.73	1942.62	1436.55	2017.16	3071.8	1822.01
PLEKHF1	4	4	2578.77	3118.04	2830.3	2198.23				1348.7	2042.71	2532.58		3341.62	2997.2	2492.8	2960.41	2912.79
PLEKHF2	9	9	3406.29	3112.93	3779.24	3837.34	3418.48	2701.67	2925.76	2775.75	9211.77	8065.25	9385.47	9652.19	4086.18	5006.43	4368.9	5061.27
PLEKHG1	13	13	764.568				16058.7	15848.6	14387.1	13260.5								
PLEKHG2	8	8	4277.11	3617.76	4370.18	4213.13					783.775	1635.12	1189.02	1396.03	1025.85	513.835	836.653	807.468
PLEKHG3	7	7	3704.1	4130.07	4292.23	5295.91						982.526	1476.63					
PLEKHG4	3	3	11803.3	7903.7	6015.03	14339.2	17456.4	11018.3	5515.08	3760.93	34020	5050.08		39481.7	14429.8	6087.8	12394.9	27423.9
PLEKHG5	1	1	913.763	879.111	1255.72	949.705					1681.34	1457.27	1009.22	1091.6				
PLEKHJ1	2	2	1072.62	1334.15	1369.46	1524.39		1566.63				3026.39	2652.65		2023.46	2093.17	2199.94	1412.55
PLEKHM2	6	6	1778.4	2694.9	2244.81	2009.12		1716.6	1866.3	1826.6	4124.72	4012.67	4195.15	4703.21	2934.61	2286.06	3326.98	3076.8
PLEKHO1	1	1				804.6					1497.89	1192.59		1701.53		537.676		1029.03
PLEKHO2	9	9	8749.44	7854.54	6087.98	6766.16	2498.68	2287.24	2354.19	2038.38	43293	33588	33209.2	41157.6	31985.4	31107.6	34298.5	30653.3
PLGRKT	5	5	7073.26	6349.27	8492.25	9376.13	5366.27	5908.74	4878.94	4973.21	10867.4	11278.9	8920.64	10322.8	9383.2	8680.04	9370.45	9747.48
PLIN2	11	11		572.097	828.672	710.594					7093.32	5268.67	4676.12	4684.86	11842.5	7834.13	11243.6	10072.2
PLIN3	14	14	100523	104431	113633	122598	76034.4	81761.2	75005.7	79807.1	51397	57458.5	52002.3	56806.8	47924	46065.7	50655	50739.9
PLK1	4	4				2188.04	2745.93	2565.8		2814.36	1895.27	1310.42		2304.43				
PLOD1	25	25	30612	37419.6	53276.7	42014.3	13201.9	9998.18	11477.7	10660.1	14607.6	18576.2	18865.6	13954.8	15542.8	18694.2	19261.3	18084.6
PLOD2	21	21	66464.1	68539.5	79923.7	90347.1	18444.6	16112.1	17017.2	14819.2			9869.09		2267.21	2151.65	1389.3	1703.7
PLOD3	22	22	29107.4	28526.9	39816.5	33483.7	14305.5	11890.2	12255.6	10666.6	25849.2	32153.3	25194.2	25035.2	19162.6	20344.6	22975.7	23716
PLP2	1	1	9871.51	8823.17	13663.8	15997.7	7717.87	6383.54	4801.68	4017.99	3470.79	6703.02	3261.11	4453.54	6359.93	6632.54	6705.62	5281.21
PLPBP	7	7	9925.5	9858.7	10747.9	10046	9883.3	8631.69	8330.27	8219.07	27706.8	32335.3	29467.3	28048.5	16931.7	17782.4	21698.9	18609.5
PLPP3	2	2	4203.67	4198.36	3988.57	4574.35	4075.89	2966.37	3839.98	3410.32	3404.11		4466.88					
PLPP6	1	1	5805.61	6506.89	5493.74	6231.09	1930.72	1611.31	2518.32	2473.64	3148.97	2966.89	3257.69	3280.84	4694.75	4080.55	3704.82	4893.41
PLRG1	4	4	937.886	899.746	2238.46	1615.05	894.133	671.244	1505.71	1616.52	704.323	1562.07	1119.31	1484.84	979.969	1072.2	1034.74	843.161
PLS1	6	6	2022.98	2237.24	1861.45	2070.21	7482.7	6580.27	6695.32	5758.38	1591.08	1741	1573.98	1748.4	2690.52	1770.3	2014.03	1810.93
PLS3	16	16	34805.9	39800.2	52505.3	38972.7	10674.6	14900	10903.9	11353.7	2195.43	2530.27	8060.06	3481.84	4656.32	2007.1	2600.18	3525.54
PLSCR3	4	4	7426.38	9436.11	9022.57	10072.7	3274.13	2189.01	1438.7	2228.28	3879.93	3431.98	4411.26	4410.44		2207.66	1305.7	
PLTP	5	5	12672.3	2892.97	2953.16	2707.2	1648.49				3934.08	4184.34	4388.19	3943.37	2623.88	3555.88	4235.23	4057.52
PLXDC2	10	10	4789.04	6166.99	9555.78	11380.9		472.239			11869	16230.3	12895.8	11489.8	15682.5	13755.5	17648.3	19029.5
PLXNA1	8	8	15497.3	14599.1	15838.5	15643.7	12953.9	12764.2	10906.6	10250	11210	12207.1	11128.8	11544.4	8865.45	7887.64	7954.61	10291.4
PLXNA2	4	4	1589.99	1734.82	2023.74	1410.1					588.703						544.763	
PLXNA3	9	9	2802.74	2836.16	3006.08	2331.07												
PLXNA4	2	2	1621.12	1319.98	1051.53	1222.43												
PLXNB1	3	3	1519.63	1147.48	1297.89	1188.35												
PLXNB2	30	30	14026.7	14132.7	15289	15311.7	10285.4	8169.64	7747.82	7114.74	9385.98	10852.2	10750.2	9775.19	8947.26	9980.33	10677.9	9585.97
PLXNC1	2	2			677.57	1256.79	864.786				1522.77	1385.94	1569.74			1086.66		1453.88
PLXND1	19	19	4339.46	3946.61	4296.8	4375.49	3181.39	3086.02	2910.27	2584.62	7985.32	7777.6	8262.8	7512.63	2357.31	2026.03	2012.19	2163.2
PM20D1	2	2	1829.8															
PM20D2	3	3	1192.66	1435.54	1393.83	1596.92	11644.9	10269.4	9949.54	10387.9	1373.77	965.529	1548.56	1747.63	1708.53	650.988	723.297	1025.67
PMEPA1	2	2					1953.46	1770.47	1555.93	1394.29								
PMF1	3	3	1249.89	1604.61		1941.06	2067.21	2012.65	1722.74	2765.36	1779.51	1460.92	1451.72	1920.28	1323.88		1397.13	1442.96
PML	19	19	17443.8	14524.9	14784	16233.9	15733	12390	11472.8	11164.5	11313.1	10861.3	9189.51	11848.6	12306.8	10500.1	10363.1	11585.4
PMM1	5	5	6637.18	8167.62	7798.05	7594.18	3361.81	2665.79	3137.8	2404.57	1662.84	1065.28	1783.22	1464.71	1120.25	624.827	991.577	1173.21
PMM2	8	8	22798.3	22160.7	22356.4	19646.3	11869.6	10063.6	10206.4	9508.54	14522	13866	13847.7	13451.4	17158.2	14569.9	17232.2	19353.2
PMPCA	14	14	9650.47	9642.58	14133.2	10320.7	18420.8	15772.3	18090.5	17770.4	18634.1	21641.4	17613.6	16113.8	22290.1	21650	24880.8	22472.8
PMPCB	13	13	11309.9	12955.5	13742.9	11822.7	21316.2	16979.8	18385.2	15917.8	16008.7	16092.5	17014.5	15983.7	20112.1	16998.2	19522.4	20776.9
PMS2	5	5	2137.5	2268.57	1966.3	1973.25	2325.28	2288.16	2771.96	2545.57	2304.87	2326.42	2665.65	2326.01	2210.17	1775.61	1818.95	3330.74
PMS2P11	1	1											796.83	602.625	872.933	637.77	490.614	710.674
PMVK	7	7	31895.4	30929.1	33927.9	33958.5	17005.8	20094.3	19034.4	18181.2	32261.6	41172.7	30686.7	28297.3	18677.5	22039.9	23191.6	19149.8
PNISR	3	3	4094.11	3138.33	3257.88	3794.46	6821.76	5448.2	4685.9	4696.99	3863.89	2129.83	3227.69	3172.34	3181.82	2162.44	3056.08	3721.81
PNKD	3	3		1665.67							6958.91	6431.12	8384.01	7550.91	10563.7	5320.74	5722.26	8296.54
PNKP	10	10	4570.69	4256.95	4273.66	3671.82	4583.5	4183.09	4542.84	3675.74	4714.54	5588.21	4535.75	5603.02	5613.24	4906.43	4701.61	5787.14
PNMA8B	1	1														207.228	372.169	294.891
PNN	20	20	7952.03	7331.26	8137.05	7652.68	9785.5	9611.24	9180.89	7526.34	7573.24	6684.12	6379.59	7381.73	7716.96	6409.37	8106.35	7380.44
PNO1	7	7	13287.7	11386.9	13852.1	9697.62	13663.7	13265.9	13699.1	11085.5	14051.6	13224.7	14934.9	15623	13345.4	9095.01	10997.5	11254
PNP	13	13	84258.6	93013.5	87591.8	108669	43182.1	38084.4	45470.3	41504.9	204837	225967	210416	229559	334205	288205	359230	365193
PNPLA2	3	3		1673.23			5724.92	5572.42	5422.31	4530.23					3366.21	1881.39	2750.22	3007.77
PNPLA4	2	2	1459.57	1462.21	1248.4	1042.68					1569.1	1411.43	1230.16	1655.24	1876.56	1436.04	1557.84	1807.25
PNPLA6	18	18	6300.84	5856.3	6703.68	6635.62	4658.85	4094.01	4838.51	4862.28	5486.8	5150.36	5314.45	5427.7	8074.72	7802.93	7309.42	7864.81
PNPLA8	5	5	2518.53	2324.28	2938.59	2254.16	2691.3	2320.29	2591.39	2429.68	2378.22	2073.17	2392.67	2284.71	1911.18	2143.68	2447.48	2231.19
PNPO	6	6	4920.25	4494.73	5497.25	4872.7	3337.23	4120.27	4728.49	3111.07	20374.7	22153.3	25171.7	22643.4	29761.7	28773	34413.7	34066.7
PNPT1	27	27	4831.74	4954.92	5753.32	5053.17	6126.08	4420.05	4175.88	4301	9310.94	10044.2	8367.09	9321.35	8769.07	8665.5	9129.31	9244.21
PODXL	2	2	12992.5	13725.5	18365.4	21242.2	2336.76	3082.39	2501.62	2546.24	908.882	470.431	9810.89		881.021	459.492	2044.7	
PODXL2	1	1		686.76	586.292	699.048												
POF1B	8	8	12733.1	5938.93	11993.8	8399.52	13951.6	7472.85	11006.2	7284.07	18868.1	16476.8	33585.1	15049.2	55583.5	6320.28	11322.4	15046.6
POFUT1	5	5	8982.92	9625.78	15769.8	13277.8	2302.28	3205.5	2976.45	2248.47	8555.22	10336.4	8984.66	8944.74	6917.96	8065.02	7685.94	7868.07
POFUT2	8	8	11357.2	11002.3	12457.2	13703.8	7276.34	5710.05	7112.79	5186.18	4367.09	3277.28	5721.73	3333.77		2857.12	2655.6	3690.05
POFUT4	4	4	3143.39	2646.74	3436.18	3479.51	1329.59	927.816	1515.67	1296.08	1984.01	2256.59	2355.62	2212.09	1569.58	1742.32	1097.89	1939
POGK	2	2	665.851	407.191	435.256	672.995	524.506	836.991	585.069	665.401	490.262	416.637	422.822	503.531	901.254	748.652	694.016	589.746
POGLUT1	6	6	10500.5	7986.23	10099.9	11150	4294.94	3856.83	4002.08	3737.17	7390.28	7155.18	6129.38	8465.09	5164.97	5771.12	6305.01	6313.7
POGLUT2	10	10	6884.21	6695.94	10174.5	7254.24	2887.19	2379.38	2636.67	3370.15	1987.59	2131.1	2000.64	2140.41	2209.88	2072.62	1608.97	1494.75
POGLUT3	9	9	13730.4	14496.2	15206.5	18461.7	9391.41	7580.47	7831.81	8646.93	9498.86	11500	11048.8	10029.3	4815.04	5038.93	5827.2	5119.04
POGZ	9	9	6443.81	5163.66	6177.26	5144.16	8350.27	8970.02	8070.45	7111.53	5311.91	4646.48	4284.18	4674.59	4706.23	4501.76	4291.84	4662.71
POLA1	7	7	1294.49	680.181	1518.77	1562.47	3297.03	3364.04	3384.12	2835.42	1925.17	1920.13	1312.63	2201.07		1028.23	1249.3	1338.4
POLA2	3	3	973.354	892.843	1414.03	1304.99	1422.32	1729.91	1324.16	943.46	1843.53	2214.76	1976.94	2252.65	1384.88	597.43	1114.7	1567.74
POLB	5	5	2556.67	2251.32	2686.14	2454.97	2751.98	2382.5	2533.48	2180.84	2087.87	2038.9	2153.04	2722.36	2709.69	2890.53	3024.98	2707.02
POLD1	14	14	45111.2	48825.5	52756.2	52855.1	111826	115313	124371	103665	78837.8	94746.3	66956.1	76123.3	59685.8	61740.9	62226.6	63955.1
POLD2	7	7	2333.04	1755.51	2318.14	1915.77	3557.14	3598.03	3916.73	4426.29	2869.79	3706.74	3707.3	3682.85	2807.6	2701.44	2730.97	2406
POLD3	3	3	2197.86	1956.62	2051.11	1855.32	4715.27	5345.08	5289.21	5290.36	3073.71	3185.22	2821.13	3204.6	2422.16	2057.63	2394.22	2590.02
POLD4	2	2		1446.53		1076.9	2881.07	1912.6	1793.57	1745.9		1316.11	2136.44	1913.57	1613.4	1420.25	1675.09	1634.5
POLDIP2	10	10	6800.94	6977.63	8000.22	7799.64	10431.7	9652.34	8659.55	8280.73	11852.5	11158.6	10204.2	10890.2	11527.9	10878.4	12620.9	10751
POLDIP3	9	9	7715.05	7802.65	9721.05	8366.36	11169.4	10985.8	12385.7	12552.5	8181.13	7502.77	7721.28	8030.55	7144.66	6619.07	7326.9	7301.94
POLE	2	2					2382.04	1801.25	1809.89	1509.99	2152.17		1276.81					
POLE3	1	1	5013.71	3775.95	2455.47	6776.39	16111.5	13054.9	14408.6	10788.1	9834.92	7799.27	6420.58	7908.29	4570.77	3942.69	6997.52	5918.9
POLE4	2	2	1304.07	1405.31	1052.8	1095.68	1746.46	1986.28	1557.06	1915.25	1789.14	1333.56	765.317	1276.08	1010.54	996.229	821.166	1503.01
POLG	4	4	1740.54	1728.67	2142.53	1748.17	3888.71	2670.97	2744.5	2567.06	2111.65	2408.9	2508.65	1932.45	2591.94	1232.72	1342.57	1584.22
POLG2	2	2		2250.66	2197.63		2952.62	2217.94		2173.09						2092.59	2385.39	2640.65
POLR1A	11	11	3593.82	3608.97	3377.44	3342.71	4218.14	3720.31	3954.02	3595.94	3616.81	3346.47	3926.34	3520.07	3507.03	3490.99	3143.45	3554.44
POLR1B	8	8	2671.79	2508.61	2285.45	2694.07	3732.82	2543.3	3445.04	2797.05	3189.27	2975.18	3229.96	2621.9	2315.77	3159.85	2707.52	2657.21
POLR1C	4	4	11142.6	11425.6	13937.6	13243.7	13270.8	10302.6	13353	10874.9	11149.7	13397.9	10676.8	9826.34	12469.6	15092	15912.1	12620.5
POLR1D	1	1	7448.63	9948.23	10638.1	10277.8	6296.55	8506.77	6494.31	7175.85				8044.52				
POLR1E	2	2	3252.08	2843.02	3275.49	2671.8	3784.33	2676.25	2669.53	1762.68	4342.52	3681.7	3814.36		2988.7	3724.77	4503.09	9574.86
POLR1F	2	2	2527.19	2293.63	2095.81	2997.15	2709.59	2782.09	2877.3	2865.1	2136.19	2132.66			2895.49	2432.81	2735.73	2714.26
POLR2A	29	29	6423.76	5937.8	6973.74	6161.73	9917.19	7779.54	8203.69	6665.07	7274.2	6650.7	6760	8049.06	7268.56	6457.55	6639.58	7689.51
POLR2B	24	24	12063.7	12415.7	13738.4	13417.3	12036.3	11867.3	9336.56	8887.75	13028.5	14154.5	12262.8	12511.9	12605.6	14793.1	15173	13507.1
POLR2C	7	7	9503.01	8830.86	8470.91	9223.55	6489.93	7606.15	6371.11	7247.47	6644.38	8268.22	6271.12	7389.76	5408.73	6952.13	6865.02	6040.38
POLR2D	3	3	2534.96	1903.8	3191.43	2808.25	3859.25	3558.93	2748.13	3365.68	2641.91	2601.07	2397.75	2783.27	2272.38	2776.08	3792.88	2737.54
POLR2E	3	3	7456.53	10676.5	7746.55	10301.3	7499.94	11721.9	10190.6	10588.7	8470.2	8314.25	10064.8	11824.4	8197.26	7199.22	8229.84	8516.11
POLR2F	1	1	4890.72	4973.99	5544.36	5679.73	8728.94	8954.83	9101.61	6067.16	5392.31	5711.78	4851.11	5085.38	5886.96	4371.52	6037.8	4967.25
POLR2G	5	5	3112.52	2703.23	3667.63	2702.96	3313.43	3239.54	4173.8	2961.83	3290.13	3766.46	3688.52	3624.92	2758.71	4037.15	3482.55	3137.8
POLR2H	3	3	5245.89	4366.79	6704.44	5740.98	4029.72	7371.32	4552.86	3164.02	5004.62	5058.64	4909.03	5113.14	5636.17	5590.15	6015	5319.95
POLR2I	1	1	855.32	1337.64	1344.78	1272.76	780.403	1141.3			1187.39	1331.41	798.918		1248.08	1458.38	1277.62	1281.06
POLR2K	2	2	7841.86	7022.08	7153.51	9696.45	12345.8	7436.22	7878.51	7447.52	8366.15	6018.91	7921.75	7968.67	10307.1	7185.28	9119.35	8389.38
POLR2L	2	2	2494.21	3675.83	4716.19	4046.26		1836.24			4821.25	5640.54	6826.52	5600.89	4338.4	5909.25	5942.51	5782.25
POLR2M	8	8	6582.66	7252.59	6227.7	6888.85	4727.72	4670.08	4118.61	3656.23	5323.66	5029.78	4748.32	5314.86	4936.64	4900.15	5204.59	4947.63
POLR3A	15	15	4642.29	4255.48	4468.66	4139.16	5466.23	5344.81	7442.77	5932.33	4968.94	4694.99	4184.17	4492.53	5168.21	5478.05	5250.77	5273.51
POLR3B	5	5	1087.9	1263.65	1443.63	1394.39		1254.35	747.217	1009.52	1782.93	1709.42	1892.86	1553.15	1514.48	1917.14	1980.51	1944.22
POLR3C	5	5	3254.91	3128.47	4444.07	3708.69	3376.17	3877.43	2907.5	3223.19	4690.22	4152.42	3189.47	3735.18	3967.36	3579.95	3405.21	4222.52
POLR3D	4	4	3808.51	3708.35	4569.36	3416.1	5505.01	4540.41	5564.72	3604.81	2845.48	2885.57	2426.59	3949.9	3741.56	2780.89	3534.29	3968.84
POLR3E	3	3	2769.43	3396.64	2544.07	3527.11	4250.41	4533.48	3452.65	3045.56		5111.9	2785.61	5374.95	4506.96	4514.47	5354.81	3855.93
POLR3F	1	1	1987.94		1489.91	1347.11		1645.56			2560.43		2308.06	2260.48	1923.27	2676.92	2401.79	2473.45
