Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-A2_1_12107.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-B2_1_12108.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-C2_1_12109.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-D2_1_12110.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-E2_1_12111.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-F2_1_12112.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-G2_1_12113.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-H2_1_12114.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-A6_1_12115.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-B6_1_12116.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-C6_1_12117.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-D6_1_12118.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-E6_1_12119.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-F6_1_12120.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-G6_1_12121.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-H6_1_12122.d
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	5	5	6315.85	7189.41	7164.81	6892.79	7899.92	7193.58	6323.83	7533.58	6558.39	6218.46	6669.94	7666.17	7086.78	7489.34	7308.4	6696.92
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	4	4	4782.17	5619.92	3772.47	5131.73	4406.4	4051.31	4650.22	4435.32	4353.88	4683.64	4299.55	5182.65	4691.05	5179.57	5527.99	5709.09
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	14	9	52101.3	53631.5	53402.4	56606.7	52149	58678.7	54235.2	56285.8	53132.9	51042	55516	55404.1	52986.7	55101.6	54950.3	53585.1
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	12	10	20753.4	19247.1	18519.9	20148.6	19473.2	18340.1	19685.3	18940.5	19691.6	20634.8	18459.3	19176.1	20049.8	19026.2	19427.4	19234.6
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	7	6	30158	29132.3	32862.4	29125.8	35803.7	31885.3	33647	35743.7	30321.4	33564.3	31306.2	28894.5	31141.9	30914.5	34776.8	31337.5
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	12	12	108294	102926	95370.8	99297.9	104329	101174	104831	101536	48823.5	47953.4	48521.5	45837.2	50928.9	45269.2	46944.7	50130.5
P31374	PSK1_YEAST	PSK1	Serine/threonine-protein kinase PSK1	2	2		1746.69	4127.66	1504.47	2953.78	2673.66	1481.43	2223.04				1489.57			1058.69	
P31382	PMT2_YEAST	PMT2	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	8	7	10699	10599.8	13675.5	15154.9	11237.1	14704.1	13794.1	13190	5819.3	6537.06	6841.58	6773.59	7094.28	5602.84	6566.76	6083.32
P31383	2AAA_YEAST	TPD3	Protein phosphatase PP2A regulatory subunit A	6	6	14379.1	12783.2	14671.1	12247.1	12735.6	11611.1	13080.2	12678	6741.62	6858.8	7078.86	7220.27	7233.32	6831.56	5933.24	6028.72
P31384	CCR4_YEAST	CCR4	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4	5	5	6294.94	6066.99	5926.53	5384.42	6639.69	6844.19	5240.44	6418.84	3783.55	3434.76	3350.97	3415.64	4199.27	2780.57	3223.32	3742.9
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	6	6	36023.1	36357.3	36536.6	36379.2	38212.9	38191.6	37661.4	38824.7	17773.8	17569.2	18117.7	17048.1	20027.8	18936.3	20839.7	19704.4
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	4	4	33402.1	29329.7	28334.7	28170.5	26259.2	29682.8	28547.6	26762.7	27452.3	25628.9	25102.6	26675.3	31549.8	27314.3	28646.7	31243.8
P31539	HS104_YEAST	HSP104	Heat shock protein 104	38	38	86369.9	83620	90771.4	85342.8	90288.9	83571.8	86018.6	90200.5	40529.1	39805.7	40356	38566.6	38359.6	38783.2	39215.7	40760.5
P31688	TPS2_YEAST	TPS2	Trehalose-phosphatase	17	17	15544.4	17392.8	15684.7	15663.5	14693.8	16625.7	17080.6	17247.6	8085.91	8524.08	8965.24	8400.26	8844.47	8598.39	8275.95	8362.6
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	12	12	31593.5	34750.6	37145.8	35269.9	36877.2	34855.8	34785.3	38037.4	36428.5	38222.4	36213.9	35317.7	36016.4	35989	34174.9	31419.7
P31749	AKT1_HUMAN	AKT1	RAC-alpha serine/threonine-protein kinase	1	1	1602.9	1311.41	1933.87	1593.12	1284.43	1421.4	1844.53		1785.02	1682.97	1685.09	1924.02	1165.88	1916	1084.72	1627.9
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	2	2		4248.79	7625.6	5356.23	4604.11	4067.4	5012.12	4359.44	5379.26	4032.61	3636.3	5409.66	5106.76	4959.31	4044.65	5821.91
P31755	OCH1_YEAST	OCH1	Initiation-specific alpha-1,6-mannosyltransferase	1	1		4055.58		3401.34	4682.64	3379.08		5483.42	2090.17	2477.84	2555.69	2225.66			2453.61	2009.27
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	4	4	155944	159056	161902	142560	155887	149908	157020	158146	75435.8	74397.5	68961.7	65931.4	68528.5	70799.1	66847.1	66160.6
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	19	19	66122.8	68028.3	71524.1	70002.7	67989	66470.3	65860.4	69063.4	69672	71333.5	70538.3	70854	69008.3	68511.4	69935.9	70678.3
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	6	6	12663.5	12603.9	13362.4	12122.5	12272.6	11469.6	13470	12024.9	11117	11946.6	12577.8	10393.7	13070.1	12229.5	13310.3	12110.9
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	34	32	100286	96725.4	104165	102609	103449	96667.2	100766	100607	99617.6	101331	100385	100285	101217	99821.1	100846	103849
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	10	8	159311	166344	167179	151822	155049	152240	155031	167990	164702	159367	162931	162815	153933	161738	153181	154877
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	13	7	143441	132945	135495	141718	131219	143607	148868	139189	141879	150851	147646	147290	150816	142570	150586	146661
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	6	6	163593	156733	172144	172934	178203	173124	171340	180354	153797	153120	157812	154563	163197	160270	163687	176267
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	2	2				241118		2820.49			231184	206674			213854	209653	166786	219544
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	41	41	251651	250792	247221	241464	250840	245016	242787	242541	244260	246504	243308	241866	242557	245374	241903	242122
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	7	7	158511	157952	146031	156884	163428	144771	138431	132352	148874	151490	153922	148276	148500	156243	158231	148144
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	8	8	14558.4	14245.1	15406.4	14931	15754.5	15457.5	14510.4	14081.9	7114.45	9399.87	7510.08	7002.78	8466.1	8254.85	7798.46	7428.24
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	14	14	266562	249463	248340	253922	257725	244848	236454	240725	241837	244684	243162	233107	247716	227994	237647	252948
P32179	MET22_YEAST	MET22	3'(2'),5'-bisphosphate nucleotidase	3	3	6325.98	8071.57	4840.32	7389.47	6160.6	5472.45	6012.19	8068.45	4673.2	4915.39	4054.57	3941.19	4008.07	3954.09	4409.75	4107.35
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	3	3	5223.61	6522.88	6272.83	7269.45	5697.31	6067.82	7266.99	6841.17	3466.41	3765.1	3456.67	4239.21	3455.07	3629.84	4023.15	4434.32
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	6	6	49988.4	50230.6	52104.3	53624.8	47063.7	49765.3	51476.1	52815.6	21860.9	24948.1	23287	21809	24086	22558.3	24213	24801.4
P32264	PROB_YEAST	PRO1	Glutamate 5-kinase	3	3	4842.95	4177.54	4794.95	4846.27	4958.71	3858.53	4429.71	4088.78	2093.59	2011.67	1655.21	1511.17	1969.92	1440.19	2119.07	2033.04
P32266	MGM1_YEAST	MGM1	Dynamin-like GTPase MGM1, mitochondrial	2	2		13218.8		15173.1	11830.5		12165.4									
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	9	9	207688	234165	200228	200325	196951	194181	203372	211311	123118	112966	116229	106834	108008	104372	105010	102017
P32316	ACH1_YEAST	ACH1	Acetyl-CoA hydrolase	2	2	3075.92	3345.69	3049.96	4926.23	2642.81	3547.2	3250.21	3056.53	1491.38		1678.51			1313.22		
P32319	VPS10_YEAST	PEP1	Vacuolar protein sorting/targeting protein VPS10	10	9	16984.4	17690.8	16763.9	17851.8	18563.8	18299.5	16023.1	17050	11252.4	11081.3	7623.78	9717.54	10184.8	10094.2	10647.5	10619.3
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	4	4	11180.7	8476.8	10173.9	10358.9	9394.87	8085.4	9809.16	10345.7	9218.61	9014.13	9383.17	9932.24	8018.16	8663.77	9461.68	9679.15
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	8	8	47390.6	49454.9	46139.7	43843.5	46912.1	47613.9	54500.5	53309.8	49873.8	53171.7	47748.2	50191.1	52433.9	53303.4	54055.6	49612.6
P32324	EF2_YEAST	EFT1	Elongation factor 2	38	38	552940	564016	540676	556656	550934	568350	586131	583958	255081	259879	258471	257895	261755	262572	264620	257195
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	4	4	10118.6	12360.6	13474	15338.3	11064.6	13837.9	12875.5	11177.8	5598.93	4931.49	5186.52	4420.68	5326.81	4970.78	6257.45	5792.18
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	2	2	9846.93	5745.76	6602.12	6148.01	9112.66	7819.05	6769.24	8420.02		3932.96	4087.63	3632.61	3557.62	3603.05	4371.58	5694.41
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	2	2	8825.08	5535.52	6733.2	5826.66	7059.12	5524.86	7368.21	8258.92	3241.96	2985.07	4238.65	4278.41	4754.53	4334.05	4088.78	4037.56
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	2	2	3261.83	4373.95	4011.24	2524.25	1216.34	2744.57	3011.48	3030.24		1136.85	1061.56			2458.94	1632.81	2462.03
P32347	DCUP_YEAST	HEM12	Uroporphyrinogen decarboxylase	3	3	9808.1	10639.5	9441.43	11428.7	11156.6	8282.6	8834.11	8790.09	6309.31	5284.18	4512.62	4366.88	3459.29	4800.67	4454.53	4272.77
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	1	1	4683.99	2967.43		2903.03	4852.65		3965.85		1935.63	2450.67	1954.26	2929.53				
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase ERG2	3	3	21402.3	18998.7	23816.2	21693	23242.7	22995.7	20327.8	24995.1	9262.84	8368.56	7795.35	10306.7	10182	10364.9	9262.96	7719.26
P32356	TREA_YEAST	NTH1	Cytosolic neutral trehalase	12	10	14958.4	14107.1	15295.6	13972.9	15534.2	14097.5	14032.1	13293.7	8081.64	7318.45	6886.34	7056.75	7563.15	7173.21	7374.06	7774.58
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	4	4	30667.2	32567.6	34631.4	32898.7	35563.9	31764.5	30073.8	33536.4	13746.4	15053.9	14461.3	16034.4	18453.4	16138.6	16440.5	14994.8
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	10	10	10800.5	11543.5	12304.9	11987.3	10821.9	11841	12037	11491.3	6537.72	5542.19	4915.1	5403.97	6360.92	5441.24	5171.83	5884.35
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	5	5	16836.6	18219.2	16128.6	13798.8	16608.3	16250.9	15574.5	16027.2	7020.67	9295.19	8115.7	8618.27	7922.16	7810.1	7413.83	7390.74
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	8	8	39338.7	37262.3	41602	39909.8	40282.4	35198.2	36867.3	38204	20249	21202.2	19132.5	21040.7	17660.6	18180.1	18173.2	20112.3
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	8	8	14947.3	16888.3	13985.8	12056.9	15759.7	18963.9	16525.8	19118.1	9603.6	8860.49	8254.42	8347.03	8931.4	9576.65	8923.96	8962.88
P32383	PLC1_YEAST	PLC1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase 1	1	1	97834.9	129456	93318.7	114864	116027	105009	96600.2	90994.6	108881	90865.2	107408	106122	103279	105743	95615	105531
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	8	8	15416.6	12698	12040.5	12242	10754.8	14309.8	12858.2	13684.4	7691.59	6645.88		7205.06	7677.84		8958.63	7344.51
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	6	6	10455.5	11077.3	12359.8	10985.2	10532.3	9475.14	10871.3	12326	5366.4	4193.43	5853.84	4216.02	4687.85	5126.84	4148.87	5439.17
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	3	3	26558	25384.3	29258.6	30112.1	28943.8	26804.6	28384	30452	11833	11098.4	14049	11955.7	13645.2	11324.9	12976.3	13526.9
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	6	6	18622.6	21870.9	19265.2	24665.2	20721.7	21750.1	21203.4	21054.9	8798.04	8925.13	8073.18	8571.76	9097.57	8934.18	10044	9596.04
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	3	3	2291	1649.55	2017.62	2515.59	2517.16	1937.72	3110.97	2509.73		913.997		1118.58		878.424	466.019	
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	30	28	35799.4	34176.6	34212.8	33295.5	33097	33606.2	33211.4	34191.1	17244.3	15927	15990.2	16657.3	16634.5	16572	16652	17649.7
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	10	10	15691.6	14395.2	14494.3	14239.4	15505	14297	13850.2	14481.4	7012.35	7882.29	7277.25	6614.44	7204.86	7055.27	7655.62	6820.8
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	1	1		6906.57				6750.45	7059.13	7798.4			5270.57				5696.48	
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase ERG24	1	1		7342.42		5731.16		8769.63	3958.79		3863.26	3164.71						3510.07
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	2	2	53341.2	50370.4	59774.2	50716.4	62606.6	56189.9	56995.1	57167.7	25326.3	23803.4	22115.7	25372.7	23843.3	21004.7	20682.3	24588.4
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	2	2	2718.5	5507.7	7095.42	6799.11	4072.66	8242.8	6292.37	7564.98	3908.71	2206.37	4070.08	3378.16		3096.54	2516.71	
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	7	7	32787.1	29138.7	32068.1	34502.8	36188.4	29156.5	30597.5	33066.2	18289.3	18917.2	17742.4	19420.2	13789.2	15622.6	17351.2	18195.7
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	1	1	9219.61		11861.7	8559.99		7401.33	11553.3	10690.8					4829.79	3213.68		6177.34
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	8	8	104616	91070.2	95644.8	100800	98426.6	94330.7	94034.6	99045.3	46350.4	44460.8	46673.2	38936.6	44438.2	44438	44674.4	46709.8
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	2	2	8810.41	8064.07	6269.42	8483.97	3610.4	7684.97	7299.22	6611.45	4881.43	2787.95	3189.12	3684.5		3578.63	4111.01	2316.17
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	7	7	55421	53714.1	60022.1	57824	57910.2	60712.3	55029.8	55428.2	21341.4	22221.8	23676.7	23745.6	23617.4	22286.1	22005.4	25000.5
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	2	2	7400.25	7932.48		9326.15	7618.51	10702.3	7370.31	9735.79	4451.74	4564.62		4395.96	4842.29	4018.9	4654.48	7593.34
P32476	ERG1_YEAST	ERG1	Squalene epoxidase ERG1	4	4	10395	15627.8	14464.2	13993.5	15380.3	14515.6	14838.1	13986	9489.75	6787.3	7123.19	6976.73	6039.02	7329.92	7175.39	8067.36
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	12	11	27232.1	25146.1	26565.7	26558.9	27469.8	25604.6	25870.2	27294.5	15018.1	14558	14111.8	15416.2	14501.2	14324.2	15185.7	16017.1
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	3	3	15819.5	12659.8	9273.23	8735.04	9760.71	11210	9207.35	12929.1	6126.79	5518.59	5287.78	4610.8	4706.37	5871.81	5387.4	6388.05
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	4	4	25903.9	20831.5	23783.3	22894.8	23206.5	20903	24454.9	23542.4	13397.9	11228.9	10937.7	13569.6	11610.7	11770.7	13727.6	11177.6
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	9	9	23236.8	24371.1	23021.1	21822.2	23036.3	22827.5	23172.3	24369	11781.4	12737.9	12682.5	12784.7	12009.7	10200.1	12535.8	12269.1
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	10	10	24380.8	19954.8	21867.6	22216.3	20319.9	21283.3	20697.3	21694.8	10736.6	10773.3	11866.8	9744.84	10742.9	9349.55	12537.2	10732.2
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	10	10	14198.4	12090.3	12534.8	13694.6	12604.1	12103.6	12870.4	11342.2	6001.52	6395.23	5763.54	6774.17	6012.72	6669.48	7447.16	6119.38
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF2B subunit epsilon	2	2	7215.08	8430.9	6779.79	7205.39	7317.75	9395.33	5461.03	10621.6	4991.18		3901.14	3966.49	3682.36	4467.47		
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF2B subunit beta	2	2	4608.84	4692.82	5718.12	4845.79		4959.27	3904.04	4929.98	2390.69	3049.78		1787.9	2828.97	2048.01		2364.4
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	2	2	6824.06	4303.28	5716.39	3697.81	5834.96	6056.35	3523.76	5599.31	4780.21	5256.26	4209.79	4734.32	5879.95	3655	6137.07	5172.98
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	9	9	11744.9	10783.6	11859.9	11299.6	11079.8	9596.23	10400.2	11128.8	5174.91	5192.19	5104.19	6365.06	5403.68	5560.09	5436.21	5978.62
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	2	2	2316.85	2708.67	2390.73	2424.8	3255.73	2493.61	3879.81	2685.05	1696.66	1606.4		1164.65	1550.26	1482.76	1046.94	1133.87
P32527	ZUO1_YEAST	ZUO1	Zuotin	11	11	81777.4	77044.6	72158.7	81063.4	76439.4	75779.2	68638.9	75525.6	34342.6	36252.2	33256.5	36092.7	33804.2	34792.5	33577.8	33957.2
P32528	DUR1_YEAST	DUR1,2	Urea amidolyase	4	4	2722.57	4857.69	3793.5	2307.64	5151.28	5153.45	3775.35	4439.29		1856.89		2444.35	2047.4		2373.16	2341.66
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	12	12	21172.7	19833	19934	20467.2	20537.4	20965.5	21118.9	20925	11260.4	10676.6	10076.2	9970.15	11316.7	11653	9910.76	9943.52
P32563	VPP1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	8	8	22507.4	22406.8	21297.4	24845.1	21838.1	22915.5	23389.2	21549.9	12022.2	11497.1	10835.2	11110.9	9588	9046.02	10776.2	10619.6
P32564	SCM4_YEAST	SCM4	Protein SCM4	1	1	7466.41		5841.69	6039.23	6970.95		6866.13			4636.2			3339.91			
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	20	20	22680.4	22262.4	23837.9	21984.5	24601.3	24015.1	23755.2	24561.7	11084.5	10997.8	10924.9	10590.1	11423.7	10989.6	10554.9	11867.6
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	1	1		6650.71	5112.42	4614.57	7983.2	6342.08	6311.78		3681.71			2384.97			3500.71	
P32568	SNQ2_YEAST	SNQ2	Protein SNQ2	2	2	5703.95	2638.42	3805.74		3269.11	4410.96	3113.19	2515.79					1912.87			
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	24	24	51241.8	55607.1	54634.5	54844.4	57908.3	56622.3	53872.7	56702.9	26570.2	24790.2	26056.2	25935.9	26127.1	25159.1	25987.9	27957.5
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	2	2	8830.09	12261.9	11670.1	11932.5	11466.1	10485.5	12315.8	8133.67	8777.27	5553.88	7485.56	6619.19	8207.33	7087.73	7804.47	8221.1
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	2	2	38174.3	43956.3	38244.1	35333.7	43924.5	30298.4	35734.2	39773.9	18940.8	19192	19274.5	19366.9	19307.2	19610.5	13199	20289.2
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	30	26	115585	117802	124558	121090	126884	124150	121910	125982	57808.5	55309.5	55663.3	60366	56799.8	55925.1	55252.8	59846.6
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	9	9	13266.3	12193.4	15313.1	13897.7	13124.7	13494.6	14319.2	14377.9	6304.25	6216.2	5283.45	5717.01	5465.85	7152.83	6198.12	6119.96
P32597	STH1_YEAST	STH1	Nuclear protein STH1/NPS1	4	4	4634.71	4179.21	5065.74	3929.41	4695	4994.53	4338.67	4277.78	2452.88		1451.09	1734.38	1482.93	2371.76	1991.59	2483.31
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	7	5	15990.8	14340.8	14322.7	16643.8	16583	17050.2	14170.1	15546.6	11094.2	11724.7	10284.1	11919.5	11472.7	8553.76	10207.8	11677.6
P32599	FIMB_YEAST	SAC6	Fimbrin	18	18	40202.9	35025.9	39371.1	39164.8	37844.8	36119.1	40012.1	37641.5	17420.7	16691	17457.8	16936.3	18768.1	18677.4	17434.3	17314.6
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	7	7	16154.6	17276.1	18067.4	14083.4	16882.7	16473.5	16022	15573.3	7636.36	7393.21	8247.93	7896.62	8786.87	7975.45	8664.63	8294.82
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	1	1	6782.91	7368.28	8413.02	7811.14	7704.29	8660.99	12485.4	9224.96								4740.91
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	3	3	13817.4	15407.8	8937	15070.6	14075.6	14305.1	14546.5	14818.6	10722.8	5012.98	8942.18	8441.08		6444.94	8904.53	6993.77
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	1	1	33266.4	31899	32239.4	35423.4	36588.2	32725.7	29087	40889.2	14810.8	12340.2	14329.2	9485.36	13544.4	13467.3	17481.2	13138.1
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	9	9	28179.5	27525.6	25558.6	23001.4	24125.1	25155.6	25279.6	28915.3	11703.7	13015.3	13310	12735.7	13713.8	12151.9	11005.3	12792
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	7	7	13187.7	11522	13715.9	12670	13943.5	10611.9	14774.1	13224	7237.35	5953.17	6894.23	5243.29	6222.76	6478.17	6627.49	6731.2
P32623	CRH2_YEAST	UTR2	Probable glycosidase CRH2	1	1	29121.7	22183.9	29469.3	20454.6	17264.8	22735.2	26631.2	29161.3	13111.3	7336.02	14821.2	14001.9	14488.4	12329.4	14240.1	18069
P32626	ENOPH_YEAST	UTR4	Enolase-phosphatase E1	3	3	12412.5	10986.1	9146.71	9543.67	13592.7	10677.6	10583.9	11086.5	6149.83	6732.26	5150.73	5058.64	6245.59	4461.21		5286.29
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	3	3	11820.8	11664.5	12482.4	10956.2	12204.8	11931.9	11772.8	10405.8	5214.7	4788.92	4601.5	4799.61	5331.26	5314.25	4786.08	5740.48
P32657	CHD1_YEAST	CHD1	Chromo domain-containing protein 1	3	3		1382.38	1092.22	1722.59	1352.93	1382.22	1975.1	1115.57	1149.35	1297.55		985.897	1151.51		1266.9	1320.07
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	2	2	5630.2	5396.51	3895.71		3175.88	5335.81	3898.13	2402.96				3003.32	2394.01	2469.59	2875.25	3569.21
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	6	6	11674.8	12045.6	13007	12738.6	12207.9	11967.5	12189.9	13405.4	6800.41	6615.77	6132.94	7751.28	6428.61	6658.62	7501.38	6613.36
P32773	TOA1_YEAST	TOA1	Transcription initiation factor IIA large subunit	1	1	5199.56	4995.37	5603.09	6474.3	3136.24	8660.44	5615.81	4547.21		2759.22	2406.03	2566.63			2355.85	2450.73
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	6	6	10488.6	9623.3	10162.3	9977.29	11644	9215.25	9203.3	12297.5	4110.01	4315.24	5213.59	4199	5761.19	5083.27	5995.71	4761.05
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	6	6	5363.85	5410.84	4986.03	6428.08	5219.62	6149.34	5512.1	6030.79	5334.36	5020.59	5757.12	5503.01	5809.45	5221.38	6688.79	6218.25
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	4	4	11191.3	9760.14	11763.5	12939.2	6921.47	9519.9	18871.5	11147		7695.51	6444.8	8654.27				
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	10	10	16358	15308.5	16343	14457.2	14318.4	13339	13497.5	15529	6807.79	8966.72	7860.31	7084.9	6489.6	5888.62	5729.07	6938.73
